video_id;title;publish_date;video_length_seconds;wiedergabezeit_minuten;durchschnittliche_wiedergabedauer_prozent;gewonnene_abonnenten;verlorene_abonnenten;likes;dislikes;geteilte_inhalte;kommentare;audience_female_age18-24;audience_male_age18-24;audience_female_age25-34;audience_male_age25-34;audience_female_age35-44;audience_male_age35-44;audience_female_age45-54;audience_male_age45-54;audience_female_age55-64;audience_male_age55-64;audience_female_age65-;audience_male_age65-;audience_female_age13-17;audience_male_age13-17;Neue Zuschauer;Klicks auf Abspannelement;Klicks auf Infokartenteaser;Klicks auf Infokarte;Mag ich nicht-Bewertungen;Im Feed angezeigt;Impressionen;Bewertung_Titel;Gestaltung_Thumbnail;theme_Bilder;theme_Krieg;theme_Politik;theme_Sonstiges;theme_Wirtschaft
cbPIRJVJ6oU;"""Reaktion auf ATACMS-Angriffe - """"Putin will zeigen, dass er auf der Leiter oben sitzt"""" | ntv""";26.11.2024 16:56;321;144479;42,06;30,0;2;517;131;144;240,0;0,1;0,7;0,7;3,6;1,4;9,0;2,0;12,8;4,4;22,9;9,1;33,2;;;5898,0;311;17;0;131;0;657188,0;8,5;3;False;True;False;False;False
oqucZ7unEOE;Union stärker als Ampel-Parteien, Linke legt leicht zu | ntv Trendbarometer;23.07.2024 17:04;840;33881;33,32;5,0;0;82;19;23;82,0;;4,1;;8,8;1,1;12,5;2,3;14,9;4,2;19,9;7,0;25,1;;;199,0;21;0;0;19;0;88766,0;8,0;2;False;False;True;False;False
2UCh0aC1UZo;Vogelgrippe-Ausbruch - Milchproben in Bad Bentheim aber bisher frei von H5N1 | ntv;12.07.2024 14:46;121;4987;0,0;2,0;0;85;32;98;75,0;;1,9;1,8;5,6;4,0;9,8;6,8;12,6;14,0;16,5;12,7;14,3;;;375,0;34;0;0;32;0;51297,0;6,5;2;False;False;False;True;False
2BWD7Qy1MM0;SPD nach Scholz-Wahl unverändert, Grüne gewinnen leicht | ntv Trendbarometer;26.11.2024 17:32;900;92841;15,52;11,0;1;176;94;42;191,0;0,2;2,3;0,8;6,3;1,5;8,7;2,5;10,3;5,7;18,3;13,6;29,9;;;4168,0;17;0;0;94;0;295546,0;6,5;2;False;False;True;False;False
lqtT2pINO80;"""Klares Nein zu Taurus-Lieferung - Scholz warnt vor Gefahr deutscher """"Kriegsbeteiligung"""" | ntv""";26.02.2024 21:09;215;111281;57,34;61,0;4;1352;295;430;0,0;0,4;3,9;1,1;11,9;2,0;14,1;2,6;11,5;5,8;16,0;10,2;20,4;;;9416,0;353;0;0;295;0;1005144,0;8,5;2;False;False;True;False;False
xvHv2VHsAl4;"""""""Putin versucht, Druck auf Deutschland zu machen"""" - ntv-Reporter Munz zu Drohungen aus Kreml | ntv""";06.06.2024 09:59;187;163421;62,78;140,0;6;946;217;177;359,0;0,1;0,7;0,4;2,8;1,0;7,4;1,9;11,4;4,7;23,0;10,8;35,9;;;5679,0;827;0;0;217;0;677871,0;6,5;2;False;True;False;False;False
OF0PbESKvdQ;Skandale kosten die AfD etliche Prozentpunkt - n tv-Reporterin Kuhnert zu Rechtsruck in Europa | ntv;07.06.2024 14:40;117;2506;54,74;1,0;3;65;35;3;51,0;;;;5,9;;11,6;3,6;13,2;2,5;21,1;11,9;30,3;;;124,0;0;0;0;35;0;43770,0;6,5;2;False;False;True;False;False
yImyEpr1ipc;Erdbeben erschüttert Russland - dann brechen Vulkane aus | ntv;19.08.2024 17:18;119;278792;56,66;285,0;10;2545;127;1159;472,0;0,3;1,4;1,0;6,4;2,0;11,3;3,6;12,3;8,7;18,7;13,6;20,8;;;24374,0;1619;0;0;127;0;2783991,0;7,5;2;False;False;False;True;False
9kcMub_aMNc;"""""""Dachten: 'Auf gar keinen Fall!'"""": Herkunft von Stonehenge-Altarstein verblüfft Forscher | ntv""";16.08.2024 11:31;119;4496;62,29;3,0;0;52;3;20;6,0;;;;5,5;1,2;13,7;2,8;16,4;4,3;29,4;6,0;20,5;;;179,0;7;0;0;3;0;50725,0;6,5;2;False;False;False;True;False
GWFuTjnX5Hw;Wie Deepfake-Videos mit Promis in die Betrugsfalle locken | ntv Service;08.10.2024 08:19;237;4255;0,0;0,0;0;35;6;16;20,0;;2,2;0,8;7,4;1,3;12,8;1,8;11,5;6,7;17,6;12,8;24,9;;;484,0;10;0;0;6;0;28628,0;7,5;3;False;False;False;True;False
E0X5tEI2FPw;Grüne legen zu - FDP fällt auf Linke-Niveau | ntv Trendbarometer;22.10.2024 17:21;680;25390;31,79;6,0;2;75;50;13;95,0;;2,6;0,3;6,2;0,9;9,3;2,0;12,5;4,1;22,3;10,4;29,4;;;279,0;23;0;0;50;0;131076,0;6,5;3;False;False;True;False;False
DgXUDzMTzuk;Scharfschütze sah Attentäter 20 Minuten vorher auf Dach - Details zu Trump-Mordversuch | ntv;19.07.2024 17:46;101;65681;67,91;33,0;2;564;49;342;151,0;0,6;4,0;1,5;10,3;2,2;14,6;2,8;14,0;5,4;19,0;7,1;18,6;;;9131,0;540;0;0;49;0;486549,0;7,5;1;False;False;False;True;False
zcCiBuXry-0;Sabotage-Thriller um Volodymyr Z. wirft Fragen auf: Verdächtiger in Ukraine verschwunden | ntv;15.08.2024 11:47;160;89993;53,83;36,0;1;701;301;383;696,0;0,4;4,5;1,3;12,4;2,1;14,7;2,8;11,8;5,1;14,4;10,3;20,1;;1,0;5957,0;278;14;0;301;0;1842498,0;7,5;2;False;True;False;False;False
q_f-ujiuL88;Dämpfer vor Heim-EM: Bier und Chips werden teurer | ntv;13.06.2024 21:51;622;2965;0,0;2,0;0;34;12;13;21,0;;5,1;;9,4;;11,1;1,5;13,0;5,9;20,0;10,7;23,2;;;45,0;0;0;0;12;0;20072,0;6,5;2;False;False;False;True;False
X_EBEeJKNHI;"""""""Schneller! Noch schneller!"""" - Scholz hat mit faulem Messe-Roboter zu kämpfen | ntv""";22.04.2024 21:24;79;4513;68,98;2,0;1;52;7;339;29,0;;6,6;2,6;27,5;2,0;24,6;0,8;11,3;2,8;10,0;3,5;8,5;;;2340,0;27;0;0;7;0;29710,0;6,5;2;False;False;False;False;True
CrX-4B5z_E4;Hisbollah-Chef ist tot - Aufnahmen zeigen israelischen Luftschlag auf Beirut | ntv;28.09.2024 17:57;118;227388;54,76;191,0;6;1909;232;406;1082,0;2,1;13,0;3,6;25,6;2,8;17,3;2,2;10,9;2,4;10,0;2,2;7,6;;0,0;49731,0;0;0;0;232;0;7830892,0;7,5;3;False;True;False;False;False
hzh2KolBg-0;Bundespolizei startet erweiterte Grenzkontrollen: Reaktion auf Solingen-Anschlag | ntv;16.09.2024 12:45;119;7582;47,08;7,0;0;101;20;27;89,0;0,6;3,9;1,8;10,3;3,5;11,8;3,8;11,2;7,7;14,7;12,7;17,9;;;1037,0;38;0;0;20;0;137752,0;8,5;2;False;False;True;False;False
yC-17mPC_FQ;Bayern verbietet gendergerechte Sprache - Schluss mit Binnen-I und Sternchen | ntv;20.03.2024 11:38;82;221109;71,29;136,0;10;7715;309;1363;2369,0;0,7;6,3;1,7;14,4;2,2;14,0;3,1;11,7;5,7;16,2;7,7;16,1;;1,0;49257,0;756;0;0;309;0;3384040,0;6,5;1;False;False;True;False;False
hgk7-Fao0uw;"""""""Truck Robbery"""" in Europa: Mit dieser Masche rauben Diebe fahrende LKW aus | ntv""";12.04.2024 15:55;82;2977;69,7;0,0;1;30;4;38;11,0;;2,8;;4,8;1,0;17,0;1,1;16,2;3,4;25,2;2,6;26,0;;;283,0;53;0;0;4;0;35263,0;7,5;1;False;False;False;True;False
9SfSzjXteSA;"""Verhaltene Stimmung nach Prognosen - ntv-Reporter auf Wahlparty: AfD """"will Sperrminorität"""" | ntv""";22.09.2024 20:04;152;68868;41,88;25,0;3;335;356;45;297,0;0,7;3,9;1,7;9,7;2,5;13,0;3,4;11,8;6,7;17,0;10,2;19,2;;;8739,0;198;0;0;356;0;1848484,0;6,5;3;False;False;True;False;False
cMYEQg97Ex4;"""""""Werden Olaf Scholz mit breitem Votum ausstatten"""": Matthias Miersch im Frühstart | ntv""";25.11.2024 09:35;477;16925;43,04;3,0;0;62;60;16;97,0;;2,2;0,6;6,6;1,0;11,0;5,1;10,5;8,1;15,7;16,6;22,6;;;230,0;26;0;0;60;0;142190,0;6,5;3;False;False;True;False;False
brA59Wc5M24;Zoff mit Passantin - Anzeigenhauptmeister geht zu Boden | ntv;05.04.2024 12:22;96;11396;0,0;9,0;3;78;17;176;158,0;1,4;13,6;2,1;26,3;1,9;19,8;1,9;11,5;2,1;10,1;2,3;7,0;;;4727,0;0;0;0;17;0;76336,0;6,5;1;False;False;False;True;False
W21z3U-IYYA;Massiver Sparkurs - Ist das Intel-Werk in Magdeburg bedroht? | ntv;02.08.2024 12:03;105;2765;62,09;1,0;0;34;4;37;31,0;;3,8;;15,0;;21,3;;14,6;1,6;18,0;7,9;17,9;;;328,0;20;0;0;4;0;56379,0;6,5;1;False;False;False;False;True
GBcnAC57Avs;Steigende Kauflust: Deutsche gönnen sich wieder mehr - mit Blick aufs Preisschild | ntv;31.07.2024 10:53;94;374;51,28;2,0;2;10;4;1;26,0;;;;;;26,2;7,6;17,9;;21,4;7,6;19,3;;;24,0;1;0;0;4;0;14015,0;6,5;1;False;False;False;False;True
vqvhSsP6shs;Anschläge auf Waffenlieferungen geplant? - Deutsch-Russen in Untersuchungshaft | ntv;19.04.2024 08:20;126;6026;55,1;4,0;0;72;30;38;39,0;0,9;6,7;1,1;11,4;2,0;10,8;1,9;13,4;2,0;16,3;8,1;25,5;;;510,0;20;0;0;30;0;117600,0;6,5;1;False;True;False;False;False
VN-Xcrpd7QI;"""Blufarb: Netanjahu gibt wohl """"grünes Licht"""" für Feuerpause-Deal | ntv""";25.11.2024 10:37;161;3921;51,96;3,0;1;48;5;15;36,0;;;0,8;11,5;2,9;14,5;3,0;18,0;6,3;16,0;8,7;18,3;;;103,0;26;0;0;5;0;81234,0;6,5;3;False;True;False;False;False
YN0d0gXJO5M;"""""""Ukrainer haben Lage in Tschassiw Jar stabilisiert"""" - Journalist Trubetskoy in Kiew  | ntv""";08.05.2024 11:13;237;25114;40,68;6,0;0;142;170;21;135,0;0,2;1,6;0,8;5,8;1,3;11,0;2,3;13,1;4,3;21,2;9,0;29,4;;;1391,0;62;0;0;170;0;361131,0;6,5;2;False;True;False;False;False
wi7w-Z9N80g;"""""""Viele europäische Unternehmen sind unterbewertet"""" | ntv Geldanlage-Check""";08.05.2024 22:04;206;544;31,78;0,0;0;5;3;1;3,0;;;;;;;;;;;;;;;23,0;3;0;0;3;0;17247,0;7,5;2;False;False;False;False;True
Iu_HkciTi1Q;Das sind 2024 bis jetzt die Gewinner und Verlierer an den Börsen: SAP,  Gold, Bitcoin, Kakao! | ntv;29.11.2024 15:27;120;1077;44,12;1,0;1;28;0;7;7,0;;;;6,8;;10,2;;12,7;6,6;20,7;11,0;32,0;;;62,0;6;1;0;0;0;38224,0;7,5;3;False;False;False;False;True
Rhuc8SQdHOg;Ranking: Was Ärzte, Lehrer und Co. verdienen - 25 Menschen legen Verdienst offen  | ntv;21.07.2024 19:46;119;2091;49,88;0,0;1;39;7;9;9,0;;4,4;;13,2;;21,8;2,8;14,9;5,9;16,5;5,9;14,6;;;162,0;0;0;0;7;0;34010,0;6,5;1;False;False;False;False;True
MawjvthLFpw;Hai-Schock beim Familien-Schnorcheln - Vater handelt goldrichtig | ntv;10.04.2024 13:27;144;1969;57,91;0,0;0;27;5;24;12,0;;;;7,6;;19,1;3,4;19,3;7,0;18,5;9,4;15,7;;;191,0;5;0;0;5;0;18306,0;7,5;1;False;False;False;True;False
b352sN63G5k;Hechtsprung aus heiterem Himmel - Angeklagter greift Richterin an | ntv;04.01.2024 12:48;146;100682;65,57;50,0;6;716;46;709;298,0;0,8;6,0;1,8;14,1;3,0;17,3;3,6;13,3;6,1;14,9;6,9;12,2;;;19307,0;1674;0;0;46;0;1009958,0;6,5;1;False;False;False;True;False
E1BHFIEpQsk;"""Munz: Moskaus """"aggressiver Akt"""" überrumpelt Ostsee-Länder - Russland will See-Grenzen ändern | ntv""";22.05.2024 11:16;139;133370;54,84;69,0;0;623;169;100;200,0;0,2;1,5;0,6;5,1;1,0;9,4;1,6;12,4;3,9;23,0;8,0;33,2;;1,0;10528,0;1075;0;0;169;0;602730,0;6,5;1;False;True;False;False;False
1ZgMhvNaZ2w;"""Kamala Harris: """"Wer bei mir einbricht, wird erschossen"""" - Demokratin bereut Aussage sofort | ntv""";20.09.2024 14:13;134;20256;47,37;13,0;4;140;33;63;63,0;0,3;2,5;0,8;5,2;1,4;6,0;1,9;8,0;5,6;17,6;16,0;34,6;;;1202,0;175;1;0;33;0;109555,0;6,5;3;False;False;True;False;False
afk48YP7zc0;"""Muss es Neuwahlen geben? Von Lucke: Kanzler Scholz """"hat das Land fast verloren"""" | ntv""";10.06.2024 13:03;297;277723;62,09;101,0;4;1571;272;354;579,0;0,2;1,2;0,6;3,8;1,2;6,5;2,1;9,1;7,0;18,6;17,3;32,4;;;4959,0;0;0;0;272;0;1134471,0;7,5;2;False;False;True;False;False
9XRLjcSgzo0;"""Ohne Handeln """"wird Rente systematisch reduziert"""" - Katja Mast im Frühstart  | ntv""";23.05.2024 10:26;511;6802;27,71;3,0;1;31;16;13;28,0;;;;2,3;;4,5;1,0;5,3;7,8;19,6;19,2;40,2;;;143,0;7;0;0;16;0;42453,0;6,5;2;False;False;True;False;False
pMTu7PF-tRg;"""""""Trump baut in Rede 20 Unwahrheiten ein - eine ist neu"""": Fritz zu Taktik der Beleidigung | ntv""";16.08.2024 16:18;234;227375;60,11;116,0;7;1105;354;177;425,0;0,2;1,6;0,6;4,7;1,1;8,0;2,0;11,2;5,8;22,1;12,5;30,0;;;9683,0;1151;12;0;354;0;1170401,0;6,5;3;False;False;True;False;False
stRqkvZmf2A;Harter Schlagabtausch zwischen Trump und Biden: Bleichmittel gespritzt? Publikum begeistert | ntv;15.05.2024 12:11;182;9123;53,82;4,0;0;81;13;25;31,0;0,5;2,1;0,6;6,9;1,9;10,1;2,3;11,1;6,9;18,9;12,4;26,2;;;887,0;0;0;0;13;0;134548,0;6,5;2;False;False;True;False;False
4YeSBU5aJ1k;Jeder Dritte befürwortet AfD in Ost-Regierungen | ntv-Trendbarometer;13.08.2024 15:01;953;160012;22,07;42,0;5;646;892;122;1068,0;0,2;2,5;0,8;7,0;1,5;10,4;2,6;13,0;5,8;20,1;10,8;25,4;;;3762,0;31;0;0;892;0;1156970,0;6,5;1;False;False;True;False;False
B6UykfzqW3o;Aufgepasst bei Zeckenstichen | ntv Service;01.10.2024 20:00;240;1543;36,71;0,0;0;15;4;12;7,0;;;;;;21,4;3,0;19,9;9,3;17,5;8,4;20,5;;;12,0;4;0;0;4;0;24612,0;6,5;2;False;False;False;True;False
FrctaUmUUrU;"""""""Ganz besonderes Lebensgefühl"""": Hausboot-Boom in London schafft Wohnraum auf dem Wasser | ntv""";02.09.2024 10:31;115;381;45,23;0,0;0;9;1;3;2,0;;;;;;;;;;;;;;;32,0;0;0;0;1;0;14888,0;6,5;1;False;False;False;True;False
N3qXahNrIpw;Blitz-Reise nach Israel: Baerbock will Netanjahu von hartem Gegenschlag abbringen | ntv;17.04.2024 13:44;116;6070;55,31;10,0;0;68;41;29;180,0;0,4;4,2;3,1;14,7;3,1;16,0;2,9;12,5;6,6;12,7;10,9;12,8;;;936,0;12;0;0;41;0;72939,0;6,5;2;False;True;False;False;False
7MYO3g846ww;Whistleblower-Deal mit US-Justiz: Assange wird schuldig gesprochen und darf nach Hause | ntv;25.06.2024 09:13;115;28289;62,28;16,0;2;669;21;321;207,0;0,5;7,3;1,7;18,4;2,7;15,2;3,5;10,4;7,4;10,8;9,8;12,3;;;3686,0;0;0;0;21;0;382262,0;7,5;1;False;False;False;True;False
Ax5I4vbEKEY;Schadet Merkels Buch der CDU, Herr Linnemann?: CDU-Generalsekretär im Frühstart | ntv;26.11.2024 11:48;516;95709;46,72;20,0;1;283;55;60;171,0;0,1;3,4;0,8;9,5;1,2;10,0;2,2;9,0;5,9;15,1;17,6;25,2;;;914,0;60;0;0;55;0;230351,0;7,5;3;False;False;True;False;False
YkJefM_cN3o;Macht schöner? Söder inszeniert sich als Döner-Fan | ntv;30.07.2024 07:46;101;1643;57,94;2,0;0;26;11;35;24,0;;11,6;1,6;26,1;1,8;26,8;2,0;11,4;;10,0;;8,8;;;325,0;0;0;0;11;0;23441,0;6,5;2;False;False;True;False;False
XaRAqDxJUPE;"""#beisenherz: BSW kann """"Zusammenarbeit mit AfD ausschließen"""" | ntv""";25.06.2024 14:20;2620;131973;25,57;36,0;17;139;64;56;128,0;;4,1;1,3;10,9;2,1;12,3;4,6;12,0;6,4;15,4;11,8;19,2;;;1254,0;0;0;0;64;0;170906,0;6,5;2;False;False;True;False;False
OmIYsLRg3g0;"""""""Jeden Tag sterben Menschen"""" - Vater von Brokstedt-Opfer konfrontiert Scholz | ntv""";09.10.2024 08:54;104;93798;65,42;55,0;5;1310;232;950;858,0;0,4;2,4;1,1;7,2;2,0;9,7;3,8;10,3;9,8;18,3;14,6;20,3;;;9224,0;443;12;0;232;0;699658,0;6,5;3;False;False;False;True;False
sAejjrN46Qc;Longevity-Hype: Wie realistisch ist ewige Jugend? | ntv;13.11.2024 12:20;594;1598;25,46;0,0;0;9;8;6;13,0;;;;24,8;;20,4;;;;24,8;8,8;21,2;;;103,0;2;0;0;8;0;19195,0;6,5;2;False;False;False;False;True
6QBWDPPrCeg;Vogelgrippe breitet sich rasant in Kuhställen aus - Impfstoff für Landwirte gefordert  | ntv;03.07.2024 16:40;109;123528;51,59;69,0;4;790;1831;2873;2374,0;0,6;3,4;2,1;9,8;3,9;12,6;6,1;12,2;10,9;14,9;10,1;13,3;;;18888,0;0;0;0;1831;0;3666047,0;6,5;1;False;False;False;True;False
F94ZQMekr7g;Machtwechsel in Großbritannien: Rückkehr in die EU nach dem Labour-Sieg? | ntv;08.07.2024 09:47;92;13284;58,79;16,0;0;181;49;42;60,0;0,7;4,6;1,7;11,7;2,6;12,6;3,4;12,5;7,1;14,9;10,7;17,5;;;1955,0;62;0;0;49;0;535248,0;8,5;1;False;False;False;True;False
0mASYqvp_r8;"""Ex-Militär zu Selenskyj-Warnung: """"Klingt dramatisch, ist aber überhaupt nicht so heiß"""" | ntv""";08.04.2024 20:48;843;576216;31,77;171,0;8;1498;775;278;631,0;0,2;1,0;0,6;4,3;1,4;9,3;2,7;12,8;6,2;19,8;13,1;28,6;;;15158,0;179;0;0;775;0;2621571,0;6,5;1;False;True;False;False;False
5KdFR0mSBI4;Highe Haie und koksende Krabben im Meeresrausch-en? Probleme mit Abwässern aus Party-Zonen | ntv;07.06.2024 15:52;163;950;49,98;0,0;0;18;2;10;5,0;;;;;;32,8;;24,1;7,3;14,6;;21,2;;;37,0;5;0;0;2;0;23431,0;6,5;1;False;False;False;True;False
ibQxGbZ3dUQ;"""""""Im Moment ist Harris eine gigantische Projektionsfläche"""" - Strategieberater zu US-Wahlkampf  | ntv""";23.07.2024 10:25;335;50261;60,84;12,0;1;205;27;29;50,0;;2,0;1,0;7,3;1,6;9,1;2,5;11,6;6,3;19,4;14,9;24,5;;;676,0;244;0;0;27;0;251347,0;7,5;2;False;False;True;False;False
Tsrdff6ewgQ;"""""""In hochrangigen Gremien werden Spione entdeckt"""" - Reisner zur hybriden Kriegführung Russlands | ntv""";15.07.2024 21:40;312;421330;54,96;139,0;8;2467;326;256;280,0;0,1;1,2;0,3;6,4;0,7;15,7;1,1;18,6;2,1;24,7;3,7;25,3;;;13270,0;690;1;0;326;0;1665667,0;6,5;2;False;True;False;False;False
H7QiFq_VRvI;"""Letztes Gefecht der Ampel? Von Lucke: """"Man muss Baerbocks Aussage als Warnung begreifen"""" | ntv""";17.06.2024 14:50;248;778307;50,94;366,0;8;5836;925;869;1673,0;0,2;0,8;0,5;2,7;1,3;6,1;2,8;9,4;8,2;19,9;18,2;29,6;;0,0;33671,0;2252;0;0;925;0;4397082,0;6,5;2;False;False;True;False;False
gMzYMmJBxKg;Zwei Waschmaschinen fallen bei Stiftung Warentest durch | ntv Service;14.11.2024 17:58;133;140110;32,42;57,0;4;267;16;210;31,0;0,2;0,3;1,0;1,5;3,2;4,0;6,2;6,5;15,2;14,5;24,7;22,7;;;68503,0;92;2;0;16;0;538382,0;6,5;2;False;False;False;True;False
2tKQEW2v-Kk;Videos schüren Angst vor Terror in Deutschland | ntv Faktenzeichen;02.07.2024 19:20;906;4360;22,27;0,0;1;30;11;15;21,0;;;;9,3;3,6;20,7;6,2;15,2;4,0;18,6;7,9;14,5;;;77,0;2;0;0;11;0;24223,0;6,5;2;False;False;False;True;False
u0sf-hyYasI;"""""""Müssen Asylrecht nicht ändern, sondern anwenden"""" - Bosbach fordert mehr Strenge  | ntv""";27.08.2024 11:29;335;57154;55,64;17,0;2;436;39;116;157,0;0,2;1,0;0,7;3,9;1,9;7,6;3,2;11,2;9,0;19,4;16,9;24,9;;;1503,0;207;1;8;39;0;232939,0;6,5;3;False;False;True;False;False
6xCe8lH_6g8;Drohnen-Jäger: Ukrainische Einheit macht Jagd auf Mörser-Stellungen in Wohngebiet  | ntv;28.02.2024 07:54;157;10330;60,63;2,0;0;117;11;5;0,0;;0,6;;2,5;;7,3;0,7;13,4;1,5;27,3;3,5;43,4;;;278,0;21;0;0;11;0;73407,0;8,5;1;False;True;False;False;False
QFO-QXZKb-E;"""""""Spürbar am ganzen Körper"""" - Sonnenfinsternis erzeugt """"unglaubliches Gefühl"""" für Millionen | ntv""";09.04.2024 07:49;93;10114;66,18;9,0;0;153;10;81;16,0;0,7;3,1;2,6;8,5;4,3;9,5;9,2;8,1;15,1;9,8;18,5;10,5;;;2838,0;29;0;0;10;0;104210,0;7,5;1;False;False;False;True;False
3tpgiT8X7pU;Kein Kiffen, kein Verbrenner-Aus: Merz stellt Teil seiner Regierungsschwerpunkte vor | ntv;18.09.2024 08:13;115;26155;67,74;16,0;0;186;73;79;234,0;0,1;3,7;1,0;9,5;1,6;11,8;2,3;11,8;6,1;18,3;11,7;22,2;;;1954,0;145;2;12;73;0;163025,0;6,5;3;False;False;True;False;False
s4SdpmbWbiA;"""146 Artikel - das Grundgesetz der Bundesrepublik, """"Handbuch der Demokratie"""" wird 75  | ntv""";23.05.2024 10:39;103;515;0,0;1,0;1;9;6;9;13,0;;;;12,1;;15,5;;14,6;4,9;15,5;12,6;24,8;;;87,0;7;0;0;6;0;22488,0;5,5;2;False;False;True;False;False
LZ873R59sZc;"""Verfassungsrechtlerin zu Thüringen: """"Position des Alterspräsidenten wurde missbraucht"""" | ntv""";27.09.2024 12:02;299;167617;31,37;47,0;4;648;1953;235;1359,0;0,3;2,4;1,0;6,5;1,9;9,4;2,8;10,5;7,1;17,3;14,6;26,1;;;16378,0;247;18;54;1953;0;1050711,0;7,5;3;False;False;True;False;False
2anwxITEjjg;"""Zu Besuch in Denim City: """"Made in Kojima"""" - edle Jeans von Hand hergestellt | ntv""";17.11.2024 10:00;209;2021;31,92;1,0;2;32;4;10;4,0;;;;7,7;1,5;14,2;5,6;13,2;9,6;17,4;13,2;17,5;;;284,0;4;0;0;4;0;40437,0;8,5;2;False;False;False;True;False
dvBJK8gKgIA;"""""""Secret Service muss hier einige Fragen beantworten"""" - Experte zu Attentat auf Trump | ntv""";14.07.2024 11:37;259;83049;53,73;27,0;0;360;56;91;145,0;0,7;5,6;2,1;12,9;3,3;15,1;3,7;12,9;6,9;14,0;10,2;12,6;;;6815,0;0;0;0;56;0;733187,0;6,5;2;False;False;True;False;False
ilW8rsIAxxk;"""""""Haben Michelle Obama im Blick"""" - Jäger: Viele Demokraten würden Biden gerne austauschen | ntv""";22.01.2024 11:41;187;10316;61,24;2,0;0;77;11;19;0,0;;0,7;;2,2;;6,3;1,3;9,1;7,4;18,4;22,3;32,4;;;624,0;31;0;0;17;0;130070,0;6,5;2;False;False;True;False;False
ExNaxaPpHaQ;Selbst Sotheby's geschockt: Krypto-Gründer kauft Banane für sechs Millionen Dollar | ntv;21.11.2024 17:25;165;13023;37,82;6,0;2;39;13;393;42,0;;1,7;1,4;7,0;2,3;12,3;2,9;11,5;7,3;17,4;12,0;24,2;;;2864,0;28;0;0;13;0;50362,0;6,5;2;False;False;False;False;True
b5ynrf7cG6M;"""""""Ampel ist ein Bündnis der Widersprüche"""" - Kevin Kühnert (SPD) im ntv #Frühstart""";04.04.2024 15:31;487;5392;37,62;0,0;0;15;29;12;37,0;;;;4,5;;9,8;4,5;10,8;6,7;26,3;9,8;27,6;;;135,0;0;0;0;29;0;30901,0;6,5;2;False;False;True;False;False
uoGDFc6rlb4;Perfide Masche von Einbrechern - Achtung an der Haustür | ntv;18.11.2024 11:31;91;22078;31,03;8,0;0;59;6;92;14,0;0,1;0,3;0,5;1,6;1,5;4,4;2,9;6,8;9,1;17,2;20,5;35,0;;;2965,0;31;0;0;6;0;40335,0;6,5;2;False;False;False;True;False
oAVEPsqiCPo;"""Günstige Autos? Das war einmal - """"Jeder dachte, Volkswagen ist ein sicherer Arbeitgeber"""" | ntv""";29.10.2024 07:57;386;77629;38,17;15,0;3;229;15;92;201,0;0,1;2,4;0,6;10,7;1,2;17,5;1,7;17,1;3,1;22,4;4,8;18,4;;;3589,0;133;2;0;15;0;370124,0;6,5;2;False;False;False;False;True
7KNJ7nqLPdg;Donau-Dämme und Schutzmauern drohen zu brechen - Passauer Innenstadt schon geflutet  | ntv;04.06.2024 08:06;92;65479;37,91;24,0;0;140;9;101;31,0;0,4;1,0;1,5;3,5;4,2;6,0;6,7;7,3;14,3;14,1;20,2;20,7;;;26475,0;241;0;0;9;0;343321,0;6,5;1;False;False;False;True;False
c1T_rgb4_0g;Wie Cyber-Kriminelle abgemeldete Webshops kapern | ntv Service;24.09.2024 12:57;281;2858;48,36;0,0;1;16;2;12;8,0;;7,4;5,9;42,9;;29,1;;8,1;;;;6,6;;;198,0;0;0;0;2;0;32671,0;6,5;1;False;False;False;True;False
Jz42zyMyK30;"""""""Rote Linien nicht um uns, sondern vor Putin ziehen"""" - Ukraine-Botschafter im Frühstart | ntv""";06.06.2024 11:51;501;36444;34,03;8,0;0;210;136;39;141,0;0,4;2,3;0,9;6,1;1,6;9,9;2,0;12,1;4,4;20,1;9,5;30,8;;;800,0;86;0;0;136;0;468149,0;6,5;2;False;True;False;False;False
i9oWRCbYrfI;"""""""Mittrinken am Überleben vieler Brauereien"""" - Bierdurst der Deutschen sinkt bedrohlich | ntv""";23.04.2024 07:48;103;534;54,38;0,0;0;8;4;13;11,0;;;;;;;;;;;;;;;36,0;4;0;0;4;0;13526,0;6,5;1;False;False;False;False;True
G_d_TYcbnQ0;"""""""Krise ist kein Schicksal"""" Bundespräsident Steinmeier im Exklusiv-Interview| ntv""";22.02.2024 13:54;1202;14560;24,77;3,0;1;61;81;19;0,0;;2,7;;5,2;1,1;6,0;1,6;6,8;8,1;15,0;26,3;27,2;;;134,0;11;0;0;81;0;57667,0;6,5;1;False;False;True;False;False
rrAH4YfF0Zw;96 Schüsse: US-Polizei feuert Kugelhagel auf Verdächtigen, tötet Dexter Reed  | ntv;11.04.2024 07:57;91;7468;72,0;7,0;0;77;33;72;111,0;0,9;7,6;2,7;16,1;1,8;19,7;2,4;13,3;3,7;14,5;4,9;12,4;;;1852,0;40;0;0;33;0;75216,0;6,5;1;False;False;False;True;False
tFeBb18CyQk;Kfz-Versicherung steigt wohl für Millionen Autobesitzer - Berlin teilt sich Spitzenplatz | ntv;22.08.2024 18:57;107;6763;58,96;3,0;0;34;11;18;27,0;;0,9;1,9;11,0;2,3;17,0;1,6;16,6;3,9;18,2;5,4;21,3;;;626,0;54;1;0;11;0;104692,0;6,5;1;False;False;False;False;True
